ItemCode,Name,EngName,Cat,Type,Overall,Core,BoJCore,WesternCore,CPIExImpRents,CPIExImpRents&FF,GoodsExFFE,GenSerExRents,Ser,Foods,Alcohol,ImpRents,Energy,FreshFoods,in2020,in2015,in2010,in2005r,in2005,Name20,Cat20,weight20,Name15,Cat15,weight15,Name10,Cat10,weight10,Name05r,Cat05r,weight05r,Name05,Cat05,weight05,yoy_std,yoy_std_cat,freq_of_adj,UedaCat,Chg_in_months,freq_cat
1911,紅茶,Black tea,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,紅茶,3,3,紅茶,3,3,紅茶,3,3,紅茶,3,3,紅茶,3,3,4.616310485,High,14.8,Food products,6.77,Mid
1914,茶飲料,Tea beverages,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,茶飲料,3,22,茶飲料,3,18,茶飲料,3,18,茶飲料,3,16,茶飲料,3,16,3.208832172,Mid,23.0,Food products,4.35,Mid
1921,インスタントコーヒー,Instant coffee,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,インスタントコーヒー,3,9,インスタントコーヒー,3,8,インスタントコーヒー,3,7,インスタントコーヒー,3,10,インスタントコーヒー,3,10,5.06163063,High,20.9,Food products,4.78,Mid
1922,コーヒー豆,Coffee beans,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,コーヒー豆,3,9,コーヒー豆,3,8,コーヒー豆,3,7,コーヒー豆,3,4,コーヒー豆,3,4,6.49753999,High,30.9,Food products,3.23,High
1923,コーヒー飲料Ａ,Coffee beverages-A,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,コーヒー飲料Ａ,3,13,コーヒー飲料Ａ,3,13,コーヒー飲料,3,13,コーヒー飲料,3,12,コーヒー飲料,3,12,2.991875573,Mid,22.8,Food products,4.39,Mid
1924,コーヒー飲料Ｂ,Coffee beverages-B,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,コーヒー飲料Ｂ,3,3,コーヒー飲料Ｂ,3,3,,,,,,,,,,3.523265803,Mid,23.0,Food products,4.35,Mid
1930,果実ジュース,Fruit juice,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,果実ジュース,3,7,果実ジュース,3,9,果実ジュース,3,9,果実ジュース,3,11,果実ジュース,3,11,6.500034624,High,13.7,Food products,7.29,Mid
1931,果汁入り飲料,Beverages containing juice,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,果汁入り飲料,3,7,果汁入り飲料,3,7,果汁入り飲料,3,8,果汁入り飲料,3,19,果汁入り飲料,3,19,3.604930604,Mid,15.3,Food products,6.52,Mid
1941,野菜ジュース,Vegetable juice,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,野菜ジュース,3,14,野菜ジュース,3,13,野菜ジュース,3,14,野菜ジュース,3,8,野菜ジュース,3,8,3.308097461,Mid,13.3,Food products,7.52,Mid
1951,炭酸飲料,Carbonated beverages,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,炭酸飲料,3,20,炭酸飲料,3,17,炭酸飲料,3,13,炭酸飲料,3,11,炭酸飲料,3,11,4.384779307,High,18.9,Food products,5.30,Mid
1952,ノンアルコールビール,Non-alcoholic beer,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,ノンアルコールビール,3,3,,,,,,,,,,,,,4.550419223,High,23.0,Food products,4.35,Mid
1971,乳酸菌飲料Ａ,#N/A,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,乳酸菌飲料Ａ,3,2,乳酸菌飲料Ａ,3,2,乳酸菌飲料Ａ,3,2,3.220016957,Mid,23.0,Food products,4.35,Mid
1972,乳酸菌飲料,Fermented lactic drinks,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,乳酸菌飲料,3,15,乳酸菌飲料,3,13,乳酸菌飲料Ｂ,3,10,乳酸菌飲料Ｂ,3,11,乳酸菌飲料Ｂ,3,11,2.461820809,Mid,0.0,Food products,"10,000.00",Low
1981,スポーツドリンク,Sports drinks,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,スポーツドリンク,3,5,スポーツドリンク,3,5,スポーツドリンク,3,14,スポーツドリンク,3,9,スポーツドリンク,3,9,2.536984196,Mid,15.1,Food products,6.64,Mid
1982,ミネラルウォーター,Mineral water,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,ミネラルウォーター,3,10,ミネラルウォーター,3,11,ミネラルウォーター,3,8,ミネラルウォーター,3,8,ミネラルウォーター,3,8,4.881960645,High,14.9,Food products,6.70,Mid
1983,豆乳,Soy milk,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,豆乳,3,6,豆乳,3,4,,,,,,,,,,3.06052738,Mid,20.1,Food products,4.97,Mid
1984,宅配水,Home delivery water,3,Goods,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,宅配水,3,3,,,,,,,,,,,,,0.507406087,Low,#N/A,Food products,#N/A,Low
2003,清酒,“Sake”,3,Goods,1,1,1,1,0,0,1,-1,0,1,1,1,0,0,1,1,1,1,1,清酒,3,16,清酒,3,18,清酒,3,19,清酒,4,23,清酒,4,24,3.193155677,Mid,29.0,Food products,3.45,High
2011,焼酎,"“Shochu”, distilled spirits",3,Goods,1,1,1,1,0,0,1,-1,0,1,1,1,0,0,1,1,1,1,1,焼酎,3,18,焼酎,3,20,焼ちゅう,3,22,焼ちゅう,4,21,焼ちゅう,4,21,3.545650608,Mid,17.8,Food products,5.61,Mid
2012,チューハイ,"“Chu-hi”, liquor with soda & fruits",3,Goods,1,1,1,1,0,0,1,-1,0,1,1,1,0,0,1,1,1,1,1,チューハイ,3,12,チューハイ,3,6,チューハイ,3,4,チューハイ,3,3,チューハイ,3,5,2.9628586,Mid,20.7,Food products,4.83,Mid
2021,ビール,Beer,3,Goods,1,1,1,1,0,0,1,-1,0,1,1,1,0,0,1,1,1,1,1,ビール,3,31,ビール,3,33,ビール,3,42,ビール,3,51,ビール,3,53,3.823177834,High,29.5,Food products,3.39,High
2026,発泡酒,Low-malt beer,3,Goods,1,1,1,1,0,0,1,-1,0,1,1,1,0,0,1,1,1,1,1,発泡酒,3,8,発泡酒,3,8,発泡酒,3,13,発泡酒,3,19,発泡酒,3,20,2.893196721,Mid,22.0,Food products,4.55,Mid
2027,ビール風アルコール飲料,Beer-flavored alcoholic beverages,3,Goods,1,1,1,1,0,0,1,-1,0,1,1,1,0,0,1,1,1,1,0,ビール風アルコール飲料,3,19,ビール風アルコール飲料,3,20,ビール風アルコール飲料,3,13,ビール風アルコール飲料,3,7,,,,4.312579225,High,29.9,Food products,3.34,High
2033,ウイスキー,Whisky,3,Goods,1,1,1,1,0,0,1,-1,0,1,1,1,0,0,1,1,1,1,1,ウイスキー,3,6,ウイスキー,3,5,ウイスキー,3,4,ウイスキー,3,4,ウイスキー,3,4,6.257837456,High,24.2,Food products,4.13,Mid
2041,ワイン（国産品）,Wine (domestic),3,Goods,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,ワイン（国産品）,3,3,ワイン（国産品）,3,3,ワイン,3,2,ぶどう酒,3,2,ぶどう酒,3,2,3.501732521,Mid,17.1,Food products,5.84,Mid
2042,ワイン（輸入品）,Wine (imported),3,Goods,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,ワイン（輸入品）,3,7,ワイン（輸入品）,3,7,ワイン（輸入品）,3,5,ぶどう酒（輸入品）,3,6,ぶどう酒（輸入品）,3,6,3.358994328,Mid,17.6,Food products,5.69,Mid
2101,うどん（外食）,"“Udon”, Japanese noodles (eating out)",16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,うどん（外食）,16,13,うどん（外食）,16,15,うどん,15,27,うどん（外食）,18,24,うどん（外食）,18,24,2.151013702,Mid,1.6,Eating out,63.14,Mid
2102,中華そば（外食）,Chinese noodles (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,中華そば（外食）,16,30,中華そば（外食）,16,30,中華そば,15,30,中華そば,18,27,中華そば,18,27,1.8919523,Low,1.7,Eating out,59.25,Mid
2103,日本そば（外食）,"“Soba”, Japanese noodles (eating out)",16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,日本そば（外食）,16,13,日本そば（外食）,16,15,,,,,,,,,,1.761548949,Low,1.9,Eating out,51.34,Mid
2112,スパゲッティ（外食）,Spaghetti (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,スパゲッティ（外食）,16,11,スパゲッティ（外食）,16,11,スパゲッティ（外食）,15,10,スパゲッティ（外食）,18,8,スパゲッティ（外食）,18,8,1.542967585,Low,2.1,Eating out,47.82,Mid
2121,すし（外食）Ｂ,Sushi (eating out)-B,16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,すし（外食）Ｂ,16,37,すし（外食）Ｂ,16,44,すしＢ,15,49,すし（回転ずし以外）,18,27,すし（回転ずし以外）,18,27,1.632647154,Low,1.6,Eating out,63.73,Mid
2123,すし（外食）Ａ,Sushi (eating out)-A,16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,すし（外食）Ａ,16,25,すし（外食）Ａ,16,24,すしＡ,15,16,すし（回転ずし）,18,27,すし（回転ずし）,18,27,3.209654637,Mid,2.8,Eating out,35.37,Mid
2131,親子どんぶり,#N/A,16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,親子どんぶり,15,4,親子どんぶり,18,7,親子どんぶり,18,7,1.646279913,Low,#N/A,Eating out,#N/A,Low
2132,天丼（外食）,Tempura bowls (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,天丼（外食）,16,13,天丼（外食）,16,18,天どん,15,13,天どん,18,16,天どん,18,16,1.618358698,Low,1.7,Eating out,57.73,Mid
2133,カレーライス（外食）,Curry & rice (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,カレーライス（外食）,16,19,カレーライス（外食）,16,20,カレーライス,15,42,カレーライス,18,30,カレーライス,18,30,1.685938486,Low,1.6,Eating out,64.31,Mid
2134,ぎょうざ（外食）,“Gyoza” (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,ぎょうざ（外食）,16,20,ぎょうざ（外食）,16,23,ぎょうざ（外食）,15,23,ぎょうざ（外食）,18,22,ぎょうざ（外食）,18,22,1.56918763,Low,1.8,Eating out,56.77,Mid
2135,ハンバーガー（外食）,Hamburgers (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,ハンバーガー（外食）,16,22,ハンバーガー（外食）,16,15,ハンバーガー,15,22,ハンバーガー,18,13,ハンバーガー,18,13,8.384480291,High,4.1,Eating out,24.28,Mid
2136,牛丼（外食）,Beef bowls (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,牛丼（外食）,16,13,牛丼（外食）,16,13,牛どん,15,12,牛どん,18,11,牛どん,18,11,7.685135483,High,3.4,Eating out,29.72,Mid
2141,ハンバーグ（外食）,Hamburg steaks (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,ハンバーグ（外食）,16,28,ハンバーグ（外食）,16,29,ハンバーグ,15,12,ハンバーグ,18,24,ハンバーグ,18,24,1.607660961,Low,3.1,Eating out,32.75,Mid
2142,豚カツ定食（外食）,Pork cutlet set meals (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,豚カツ定食（外食）,16,26,豚カツ定食（外食）,16,27,フライ,15,5,えびフライ,18,25,えびフライ,18,25,1.362311106,Low,2.2,Eating out,45.81,Mid
2143,お子様ランチ,#N/A,16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,お子様ランチ,15,1,お子様ランチ,18,9,お子様ランチ,18,9,1.487895242,Low,#N/A,Eating out,#N/A,Low
2144,ピザ（配達）,Delivered pizza,16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,ピザ（配達）,16,7,ピザパイ（配達）,16,8,ピザパイ,15,14,ピザパイ,18,38,ピザパイ,18,38,2.717534676,Mid,4.8,Eating out,20.88,Mid
2145,焼肉（外食）,Broiled meat (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,焼肉（外食）,16,48,焼肉（外食）,16,57,焼肉,15,70,焼肉,18,36,焼肉,18,36,1.543545123,Low,2.9,Eating out,34.50,Mid
2146,しょうが焼き定食（外食）,Ginger pork set meals (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,しょうが焼き定食（外食）,16,7,しょうが焼き定食（外食）,16,28,,,,,,,,,,2.05427617,Mid,2.5,Eating out,39.88,Mid
2161,サンドイッチ（外食）,Sandwiches (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,サンドイッチ（外食）,16,11,サンドイッチ（外食）,16,15,サンドイッチ,15,3,サンドイッチ,18,19,サンドイッチ,18,19,1.210761233,Low,1.7,Eating out,58.77,Mid
2162,コーヒー（外食）Ａ,Coffee (eating out)-A,16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,コーヒー（外食）Ａ,16,14,コーヒー（外食）Ａ,16,13,コーヒー,15,18,コーヒー（外食）,18,23,コーヒー（外食）,18,23,1.280701366,Low,1.4,Eating out,72.27,Mid
2163,ドーナツ（外食）,Doughnuts (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,ドーナツ（外食）,16,2,ドーナツ（外食）,16,4,ドーナツ,15,9,ドーナツ,18,19,ドーナツ,18,19,5.447198259,High,2.5,Eating out,40.50,Mid
2164,フライドチキン（外食）,Fried chickens (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,フライドチキン（外食）,16,15,フライドチキン（外食）,16,6,フライドチキン,15,31,,,,,,,4.383245874,High,0.3,Eating out,327.38,Low
2165,コーヒー（外食）Ｂ,Coffee (eating out)-B,16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,コーヒー（外食）Ｂ,16,7,コーヒー（外食）Ｂ,16,6,,,,,,,,,,2.473020401,Mid,1.9,Eating out,51.87,Mid
2171,ビール（外食）,Beer (eating out),16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,ビール（外食）,16,32,ビール（外食）,16,55,ビール（外食）,15,87,ビール（外食）,18,119,ビール（外食）,18,119,2.15514737,Mid,1.8,Eating out,56.13,Mid
2172,やきとり（外食）,"“Yakitori”, grilled chicken (eating out)",16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,やきとり（外食）,16,21,やきとり（外食）,16,18,,,,,,,,,,1.82070567,Low,2.3,Eating out,44.27,Mid
2181,学校給食（小学校低）,#N/A,16,PriSer,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,学校給食（小学校低）,15,10,学校給食（小学校低）,18,9,学校給食（小学校低）,18,9,1.482793529,Low,#N/A,Eating out,#N/A,Low
2182,学校給食（小学校）,(elementary school),9,PubSer,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,学校給食（小学校）,9,17,学校給食（小学校）,9,19,学校給食（小学校高）,15,10,学校給食（小学校高）,18,12,学校給食（小学校高）,18,12,2.673514638,Mid,4.7,School lunch (public),21.07,Mid
2183,学校給食（中学校）,(junior high school),9,PubSer,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,学校給食（中学校）,9,8,学校給食（中学校）,9,9,学校給食（中学校）,15,12,学校給食（中学校）,18,8,学校給食（中学校）,18,8,2.596776327,Mid,9.3,School lunch (public),10.80,Mid
3000,民営家賃,"House rent, private",17,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,民営家賃,17,225,民営家賃,17,261,民営家賃,16,267,,,,,,,1.501053802,Low,#N/A,#N/A,#N/A,Low
3005,民営家賃(木造小住宅),#N/A,17,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,民営家賃(木造小住宅),19,31,民営家賃(木造小住宅),19,31,1.684908209,Low,#N/A,#N/A,#N/A,Low
3006,民営家賃(木造中住宅),#N/A,17,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,民営家賃(木造中住宅),19,76,民営家賃(木造中住宅),19,76,1.531371083,Low,#N/A,#N/A,#N/A,Low
3008,民営家賃(非木造小住宅),#N/A,17,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,民営家賃(非木造小住宅),19,61,民営家賃(非木造小住宅),19,61,1.533566613,Low,#N/A,#N/A,#N/A,Low
3009,民営家賃(非木造中住宅),#N/A,17,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,民営家賃(非木造中住宅),19,115,民営家賃(非木造中住宅),19,115,1.460683226,Low,#N/A,#N/A,#N/A,Low
3016,公営家賃,"House rent, public",10,PubSer,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,公営家賃,10,15,公営家賃,10,9,公営家賃,9,22,公営家賃,12,37,公営家賃,12,37,2.696153556,Mid,#N/A,#N/A,#N/A,Mid
3017,都市再生機構・公社家賃,"House rent, Urban Renaissance Agency & public corporation",10,PubSer,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,都市再生機構・公社家賃,10,14,都市再生機構・公社家賃,10,13,都市再生機構・公社家賃,9,18,都市再生機構・公社家賃,12,25,都市再生機構・公社家賃,12,25,2.499667324,Mid,#N/A,#N/A,#N/A,Mid
3030,持家の帰属家賃,Imputed rent,18,PriSer,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,持家の帰属家賃,18,1580,持家の帰属家賃,18,1499,持家の帰属家賃,17,1558,,,,,,,1.51516907,Low,#N/A,#N/A,#N/A,Low
3031,持家の帰属家賃(木造小住宅),#N/A,18,PriSer,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,持家の帰属家賃(木造小住宅),20,1,持家の帰属家賃(木造小住宅),20,1,1.567883646,Low,#N/A,#N/A,#N/A,Low
3032,持家の帰属家賃(木造中住宅),#N/A,18,PriSer,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,持家の帰属家賃(木造中住宅),20,1093,持家の帰属家賃(木造中住宅),20,1093,1.72735455,Low,#N/A,#N/A,#N/A,Low
3034,持家の帰属家賃(非木造小住宅),#N/A,18,PriSer,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,持家の帰属家賃(非木造小住宅),20,2,持家の帰属家賃(非木造小住宅),20,2,3.100121093,Mid,#N/A,#N/A,#N/A,Mid
3035,持家の帰属家賃(非木造中住宅),#N/A,18,PriSer,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,持家の帰属家賃(非木造中住宅),20,326,持家の帰属家賃(非木造中住宅),20,326,1.495029861,Low,#N/A,#N/A,#N/A,Low
3101,システムバス,Custom bath,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,システムバス,6,12,システムバス,6,11,システムバス,6,9,浴槽,8,16,浴槽,8,16,2.699170391,Mid,1.8,Other industrial products,57.02,Mid
3103,温水洗浄便座,Toilet seat with a hot douche,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,温水洗浄便座,6,8,温水洗浄便座,6,11,温水洗浄便座,6,9,温水洗浄便座,8,16,温水洗浄便座,8,16,4.214121375,High,35.7,Other industrial products,2.80,High
3104,給湯器,Hot-water supply equipment,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,給湯器,6,31,給湯機,6,25,給湯機,6,28,給湯機,8,16,給湯機,8,16,1.94214469,Low,3.0,Other industrial products,32.98,Mid
3105,システムキッチン,Custom kitchen,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,システムキッチン,6,24,システムキッチン,6,21,システムキッチン,6,15,システムキッチン,8,16,システムキッチン,8,16,1.74967366,Low,1.7,Other industrial products,59.49,Mid
3106,カーポート,Carports,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,カーポート,6,4,カーポート,6,4,,,,,,,,,,2.128174019,Mid,2.7,Other industrial products,36.67,Mid
3121,修繕材料,Materials for repairs & maintenance,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,修繕材料,6,13,修繕材料,6,11,板材,6,4,板材,9,5,板材,9,5,5.763460311,High,7.7,Other industrial products,12.99,Mid
3124,錠,#N/A,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,錠,6,3,錠,8,5,錠,8,5,1.231499223,Low,#N/A,Other industrial products,#N/A,Low
3143,塗料,#N/A,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,塗料,6,3,塗料,8,5,塗料,8,5,2.029479879,Mid,#N/A,Other industrial products,#N/A,Mid
3151,畳替え代,“Tatami” reupholstering,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,畳替え代,19,2,畳替え代,19,4,畳表取替費,18,3,畳表取替費,21,4,畳表取替費,21,4,2.194154411,Mid,1.6,Services related to domestic duties,61.01,Mid
3161,板ガラス取替費,#N/A,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,板ガラス取替費,18,10,板ガラス取替費,21,18,板ガラス取替費,21,18,2.367167251,Mid,#N/A,Services related to domestic duties,#N/A,Mid
3162,屋根修理費,Repairing roofs,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,屋根修理費,19,24,,,,,,,,,,,,,2.114926081,Mid,#N/A,Services related to domestic duties,#N/A,Mid
3171,ふすま張替費,"“Fusuma”, sliding doors, reupholstering",19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,ふすま張替費,19,5,ふすま張替費,19,3,ふすま張替費,18,10,ふすま張替費,21,6,ふすま張替費,21,6,2.387662189,Mid,1.6,Services related to domestic duties,63.48,Mid
3172,大工手間代,Carpentering,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,大工手間代,19,15,大工手間代,19,22,大工手間代,18,10,大工手間代,21,30,大工手間代,21,30,2.578633658,Mid,1.0,Services related to domestic duties,98.55,Low
3173,左官手間代,#N/A,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,左官手間代,18,13,左官手間代,21,14,左官手間代,21,14,2.999430415,Mid,#N/A,Services related to domestic duties,#N/A,Mid
3174,植木職手間代,Gardening,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,植木職手間代,19,10,植木職手間代,19,11,植木職手間代,18,9,植木職手間代,21,13,植木職手間代,21,13,2.065072579,Mid,1.0,Services related to domestic duties,99.49,Low
3175,塀工事費,Fence construction,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,塀工事費,19,8,塀工事費,19,40,塀工事費,18,38,塀工事費,21,42,塀工事費,21,42,3.339615372,Mid,1.6,Services related to domestic duties,61.67,Mid
3176,水道工事費,Plumbing,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,水道工事費,19,16,水道工事費,19,15,水道工事費,18,24,水道工事費,21,17,水道工事費,21,17,3.06273318,Mid,1.6,Services related to domestic duties,61.13,Mid
3177,ルームエアコン取付け料,#N/A,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,ルームエアコン取付け料,18,19,ルームエアコン取付け料,21,12,ルームエアコン取付け料,21,12,1.583555957,Low,#N/A,Services related to domestic duties,#N/A,Low
3178,外壁塗装費,External wall coating,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,外壁塗装費,19,47,外壁塗装費,19,40,,,,,,,,,,2.696069098,Mid,1.3,Services related to domestic duties,74.46,Mid
3179,駐車場工事費,Parking lot construction,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,駐車場工事費,19,25,駐車場工事費,19,25,,,,,,,,,,2.04462287,Mid,1.5,Services related to domestic duties,65.10,Mid
3180,火災・地震保険料,Fire & earthquake insurance premium,11,PubSer,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,火災・地震保険料,11,67,火災・地震保険料,11,59,火災保険料,10,49,火災保険料,13,37,火災保険料,13,37,3.586267227,Mid,#N/A,Services related to domestic duties (public),#N/A,Mid
3185,壁紙張替費,Wallpaper reupholstering,19,PriSer,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,壁紙張替費,19,5,壁紙張替費,19,6,,,,,,,,,,4.049610368,High,1.7,Services related to domestic duties,58.25,Mid
3500,電気代,Electricity,7,Goods,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,電気代,7,341,電気代,7,356,電気代,7,317,電気代,10,292,電気代,10,292,8.517939542,High,#N/A,Goods (public),#N/A,High
3600,都市ガス代,"Gas, manufactured & piped",7,Goods,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,都市ガス代,7,94,都市ガス代,7,116,都市ガス代,7,96,都市ガス代,10,93,都市ガス代,10,93,9.087906455,High,#N/A,Goods (public),#N/A,High
3612,プロパンガス,Liquefied propane,5,Goods,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,プロパンガス,5,57,プロパンガス,5,65,プロパンガス,5,81,プロパンガス,7,78,プロパンガス,7,78,5.993819322,High,#N/A,Petroleum products,#N/A,High
3701,灯油,Kerosene,5,Goods,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,灯油,5,38,灯油,5,41,灯油,5,50,灯油,7,53,灯油,7,53,20.32491419,High,43.0,Petroleum products,2.32,High
3810,水道料,Water charges,7,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,水道料,7,97,水道料,7,94,水道料,7,100,水道料,10,104,水道料,10,104,3.051330187,Mid,1.4,Goods (public),70.47,Mid
4002,電気炊飯器,Electric rice-cookers,6,Goods,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,電気炊飯器,6,12,電気炊飯器,6,11,電気炊飯器,6,8,電気炊飯器,8,10,電気炊飯器,8,10,6.116370966,High,58.9,Other industrial products,1.70,High
